Date,Close/Last,Volume,Open,High,Low
09/09/2023,462.4,105525276,167.08,474.68,195.46
16/06/2019,462.42,106666058,539.85,372.11,114.02
18/06/2023,104.24,71946877,471.87,273.25,342.26
06/07/2023,369.95,101470651,124.57,166.58,581.12
15/11/2023,594.82,73808934,439.41,315.98,492.4
06/12/2019,486.06,92933614,379.01,346.13,215.87
08/03/2024,310.74,80463838,588.42,327.59,147.05
13/11/2022,247.48,50841408,288.4,591.94,445.59
01/10/2021,163.81,83983676,163.84,367.85,163.32
23/01/2024,536.03,73381635,521.89,336.95,153.88
04/12/2023,250.26,72221523,237.56,501.26,157.55
26/01/2021,424.87,53148443,446.81,295.64,539.7
09/07/2023,550.89,77415896,346.31,172.65,393.86
03/05/2022,452.87,102209777,210.42,375.98,127.85
22/06/2021,432.68,93713392,586.34,105.68,237.76
23/02/2024,364.39,57972064,541.53,459.42,160.7
17/10/2019,447.64,59224179,165.72,511.68,138.78
08/02/2022,490.29,87046430,284.73,358.47,274.47
07/05/2021,196.49,62992306,346.52,576.85,477.53
07/11/2023,228.98,101053603,430.74,312.1,154.42
23/04/2023,599.94,71294052,363.49,568.04,349.8
25/01/2020,593.67,84656175,138.9,412.22,591.58
08/07/2024,405.85,94941800,525.39,148.77,148.18
04/04/2024,253.5,91806635,148.85,479.6,285.84
15/03/2023,385.21,90552487,422.06,220.65,242.1
28/10/2022,500.28,81557824,353.91,216.11,289.66
10/07/2021,231.89,99848956,164.28,336.36,545.22
14/10/2022,110.46,105820201,543.86,302.78,113.95
01/01/2021,543.27,94442913,205.22,434.0,508.31
19/06/2021,486.31,80227533,463.16,499.21,182.68
13/12/2020,440.0,51872452,385.59,269.66,474.08
31/07/2020,262.23,85193505,397.27,344.64,493.2
27/02/2020,113.91,55097163,331.02,146.53,480.57
25/11/2022,329.98,55230292,489.27,180.59,276.44
28/01/2020,436.86,105355740,182.94,119.28,462.46
09/07/2019,529.85,60355091,152.81,309.68,511.29
20/10/2023,147.4,61955616,232.14,494.43,248.64
02/08/2022,402.76,53804724,331.94,130.83,253.17
14/10/2019,573.17,104133659,223.68,453.73,215.9
28/05/2021,249.96,90995846,316.2,394.77,116.98
17/11/2019,477.18,82507090,499.86,431.45,113.73
28/07/2021,208.65,73528498,101.02,570.81,567.88
01/06/2024,499.92,82668102,448.38,295.63,249.16
13/06/2019,395.64,84593653,465.66,467.04,476.02
22/05/2021,203.54,85330990,183.7,423.91,182.9
27/07/2024,484.95,57135855,407.41,386.55,470.62
30/07/2019,462.42,59916956,379.1,559.14,274.55
12/05/2022,102.55,50104289,138.0,283.45,492.55
06/07/2024,168.58,92962322,307.24,262.14,206.53
01/10/2019,103.6,104027644,535.57,480.28,364.23
08/07/2021,347.44,87115929,133.66,410.97,528.93
08/09/2019,451.68,57393692,181.11,132.78,224.64
01/12/2019,383.42,76645444,249.48,155.14,473.45
06/04/2022,181.31,91582666,540.15,413.07,583.53
09/09/2019,200.53,72315624,312.13,392.9,435.96
07/07/2024,413.11,92478757,375.44,489.45,124.94
02/02/2023,139.84,67156699,313.69,510.92,486.04
13/03/2024,140.45,68711064,356.75,578.09,180.08
03/03/2022,311.88,80584238,436.48,597.54,597.83
16/04/2020,178.97,70843428,226.9,118.57,148.27
24/05/2023,283.0,60112103,437.42,216.15,358.56
30/12/2022,475.3,99595099,296.26,116.89,149.99
09/08/2020,184.63,54758005,499.64,547.29,365.6
27/05/2019,551.92,102736174,440.0,270.01,148.67
10/11/2019,243.79,76891000,184.89,428.05,221.82
21/08/2021,176.88,104238929,267.22,261.17,444.79
20/04/2022,296.83,57980269,356.76,164.53,136.17
23/12/2021,292.47,54227869,463.78,370.38,547.27
12/05/2023,254.32,72172548,113.78,285.9,351.04
23/05/2019,352.37,54676582,414.85,121.48,309.75
26/05/2023,345.58,49785613,416.0,223.98,436.78
08/06/2023,183.39,81936858,132.11,509.18,560.84
24/01/2021,236.61,77179152,339.37,571.85,390.94
13/06/2019,241.61,87616659,277.75,512.56,138.52
02/06/2019,148.68,57980603,211.36,137.9,544.59
28/07/2019,118.85,50655379,268.1,540.28,265.48
08/08/2024,472.2,89894296,558.0,256.58,377.41
08/02/2024,329.94,81943761,494.04,125.85,542.96
27/12/2022,406.06,81098843,186.41,573.84,101.4
21/05/2019,418.85,54587057,152.99,372.07,407.14
16/02/2020,473.16,84536674,451.13,374.82,163.14
22/08/2020,472.75,63127997,219.94,256.33,469.82
21/12/2021,428.64,52598790,397.84,309.97,154.1
27/03/2020,110.45,81865872,177.53,418.31,321.71
31/07/2024,594.99,69691208,277.67,388.97,346.77
13/06/2020,470.75,82030950,253.4,137.06,182.72
12/07/2022,406.79,82747733,102.61,479.12,420.84
12/05/2024,345.85,74126290,151.93,464.03,515.76
01/10/2022,592.86,97481138,388.22,569.35,246.04
19/09/2019,480.88,92240993,476.46,327.84,456.22
03/09/2020,267.29,89682523,289.36,525.47,175.63
10/07/2020,317.79,69576132,298.15,332.7,561.75
05/01/2019,481.47,68491403,447.31,572.6,184.17
29/02/2020,258.19,86734266,352.5,451.76,252.24
16/06/2019,368.86,51734367,566.0,450.38,155.16
02/09/2022,545.41,93609712,152.13,296.0,568.01
24/09/2022,509.23,83150678,122.25,136.64,525.7
19/07/2019,528.96,58302263,569.22,461.6,144.08
05/04/2019,577.28,96886602,492.15,463.29,534.13
30/06/2021,346.25,59057180,464.51,469.33,316.05
24/09/2020,399.42,80484144,129.94,198.62,197.79
08/09/2023,282.82,57529542,302.19,460.54,155.43
19/11/2020,161.38,70568115,519.11,484.7,547.49
05/10/2022,231.44,80093782,488.95,246.76,553.52
27/02/2023,489.25,64695357,120.49,451.79,451.82
29/07/2024,544.97,101475913,344.7,368.06,237.54
16/01/2019,593.69,75569696,276.58,411.26,392.54
11/11/2020,313.31,104673126,489.33,476.03,112.71
06/10/2021,561.9,62098958,337.0,368.53,486.53
10/10/2020,205.37,88385064,450.83,294.79,528.37
31/05/2020,452.4,90880796,221.21,299.11,458.34
06/12/2022,518.61,98371272,120.83,386.26,355.64
26/03/2021,305.26,90146243,520.79,149.23,366.28
20/10/2019,395.23,57951213,506.23,300.05,270.22
11/06/2022,497.58,103883805,211.67,353.09,438.11
19/04/2020,506.29,101190486,399.48,406.88,540.26
28/08/2022,192.04,103298385,507.22,464.47,512.33
18/12/2019,420.36,53286744,233.31,539.09,361.48
30/06/2021,532.26,63056547,409.27,513.5,406.67
18/01/2019,123.5,91646147,567.63,129.4,190.48
16/10/2019,309.49,70385062,331.26,218.8,151.02
07/12/2022,136.35,75720123,182.57,158.25,256.88
13/01/2021,593.36,56238811,554.34,121.85,561.24
16/07/2023,309.74,57437216,274.42,130.57,399.14
14/12/2019,430.29,52624654,310.69,393.01,358.4
06/04/2022,280.23,71937064,475.7,459.69,425.78
05/08/2021,250.87,71182678,566.05,575.11,311.22
11/11/2022,465.66,72862127,544.78,375.69,513.32
02/12/2022,559.57,106042638,479.84,555.38,235.78
10/03/2020,521.19,91600346,262.2,545.48,130.88
07/08/2019,366.27,101165492,288.3,149.11,488.81
26/09/2022,416.47,98503584,431.73,176.3,523.39
28/07/2021,104.95,51748751,528.74,295.07,563.06
03/11/2020,325.09,104140484,381.84,361.38,585.71
12/09/2020,332.95,78258437,134.21,554.31,594.08
20/05/2020,166.17,50452356,549.21,554.56,280.61
06/04/2024,259.54,69076412,563.38,200.87,516.15
16/06/2023,138.29,71640719,368.3,371.2,571.7
19/08/2019,286.99,68125865,471.26,381.25,292.38
11/03/2019,166.4,72610246,126.76,160.24,516.83
15/06/2022,336.08,85518936,284.37,529.88,369.55
12/05/2019,155.53,91964356,460.65,475.76,366.94
24/11/2019,454.21,64808733,534.51,199.81,176.13
12/11/2022,598.11,82051360,201.78,232.71,116.62
23/04/2024,253.71,67425064,279.66,487.15,126.11
25/08/2019,506.35,82243987,276.35,386.96,407.0
22/04/2020,216.11,68668294,183.37,582.52,314.61
02/08/2023,369.26,78074101,372.34,105.52,441.55
11/03/2021,457.65,88847408,369.55,537.34,347.31
12/02/2020,152.45,85809732,162.59,150.97,344.49
20/11/2019,168.47,104980065,371.42,245.57,332.09
18/10/2021,285.1,70597203,268.68,438.71,314.87
07/11/2023,440.49,97160026,240.74,106.49,375.65
29/11/2021,396.14,73926871,372.32,376.1,125.96
25/03/2022,162.04,81765744,156.41,364.21,515.57
22/02/2023,416.53,60070783,166.34,424.83,377.51
06/06/2020,461.36,66747495,330.61,348.66,243.07
02/07/2024,197.41,85042534,447.19,148.64,371.92
11/08/2019,472.64,70763401,135.92,214.97,211.67
23/02/2023,280.74,95166172,311.29,398.63,395.08
28/10/2021,474.83,81899724,433.0,202.5,517.87
31/08/2022,207.09,92840645,348.54,599.37,117.37
22/08/2021,272.17,76691220,588.67,412.62,301.57
16/11/2020,409.3,59748025,485.82,530.13,353.83
02/07/2021,527.51,76003076,147.46,491.47,344.6
23/03/2022,371.83,84166909,593.75,255.48,112.01
21/04/2023,166.05,68672916,476.27,341.63,222.59
11/11/2021,389.46,99779604,407.46,409.01,388.49
10/07/2024,529.57,93096760,261.62,216.9,179.23
28/09/2020,440.42,55339997,435.66,241.07,224.02
02/02/2024,342.14,94668210,195.91,225.09,213.88
31/03/2019,210.78,98384406,304.5,361.92,283.62
27/01/2023,586.25,92205967,480.05,591.43,498.69
18/08/2020,118.8,98907011,436.69,376.28,452.26
08/07/2019,116.25,82387655,543.38,296.69,322.11
23/09/2020,426.59,73702023,101.77,111.23,184.84
28/04/2021,347.9,90473072,474.06,346.74,374.13
13/08/2024,503.16,91654651,404.56,129.12,537.55
08/12/2020,103.84,85621839,437.53,353.77,551.35
14/04/2021,256.16,76500282,462.89,239.22,179.04
28/05/2024,587.69,93522869,294.85,192.08,571.59
22/11/2020,445.17,54013388,114.13,370.85,485.13
13/06/2021,401.51,99594234,477.71,244.31,426.71
19/04/2024,494.85,62991563,447.48,256.45,559.69
21/04/2023,445.7,57335226,141.96,311.79,370.28
13/10/2023,257.19,82126210,585.25,331.85,275.57
25/09/2022,183.04,69202728,269.53,316.85,397.23
24/06/2019,538.31,93718774,309.56,204.85,581.69
09/08/2021,372.42,60227470,580.61,186.71,230.47
17/05/2020,379.89,85127119,146.79,117.78,510.38
02/07/2022,200.72,79437645,511.72,346.98,336.33
26/01/2020,311.86,98148627,518.75,486.5,211.51
24/12/2021,153.7,80703438,219.96,586.85,491.91
22/11/2021,495.09,56601061,252.43,433.51,258.1
14/02/2019,502.93,70183383,134.2,189.8,352.47
08/05/2024,534.02,86404159,275.76,207.95,539.62
12/07/2024,260.96,101724038,407.01,295.42,452.71
17/04/2022,101.01,70432877,155.84,557.56,492.02
30/03/2021,523.13,104646268,207.93,437.82,208.74
10/06/2022,506.23,77279853,301.52,527.63,574.41
17/06/2023,173.51,106111418,320.16,180.3,255.48
06/04/2019,105.63,94191427,333.92,433.88,542.05
09/12/2023,447.95,103411115,220.74,317.59,342.32
17/04/2024,571.2,75889679,263.36,307.41,206.62
23/01/2023,598.51,81268161,393.78,120.64,398.03
14/02/2021,410.86,106337714,318.7,429.22,287.89
08/08/2023,359.14,73248734,411.99,247.26,351.84
03/11/2020,375.28,53323266,539.76,293.34,407.69
29/07/2022,446.5,53221338,502.68,142.76,206.52
19/08/2019,438.31,86103440,445.99,183.48,523.18
05/08/2020,218.51,61631506,391.85,238.05,337.12
09/03/2019,338.52,91495718,565.87,142.47,252.98
16/11/2020,101.3,105786512,371.41,506.77,537.21
03/05/2023,361.56,81408885,439.54,417.49,155.93
24/11/2021,239.19,63670651,314.46,472.26,403.03
17/04/2020,143.3,83468532,548.29,183.3,451.02
22/09/2019,161.24,77235536,414.64,485.84,263.63
08/06/2021,336.2,79934633,575.59,571.95,442.69
22/12/2020,576.07,102070540,163.2,334.46,397.33
16/08/2024,569.61,103001158,369.73,481.41,552.2
11/06/2020,433.49,92980543,140.62,145.98,213.96
30/05/2021,592.41,99708638,270.04,565.29,532.57
01/02/2023,454.86,73295635,261.93,211.48,145.87
25/08/2024,135.16,61670043,298.33,205.52,272.37
02/11/2022,251.05,51998427,543.5,451.89,515.13
09/04/2023,224.87,56306366,206.57,335.29,501.96
16/11/2019,552.58,80808287,332.83,492.76,379.88
02/07/2021,407.0,79452936,506.54,568.92,341.61
27/12/2023,520.27,79348459,549.26,342.94,252.62
29/11/2022,226.9,104219648,362.62,301.56,316.88
25/11/2019,383.39,92504007,491.28,426.88,528.02
02/12/2019,393.28,70813158,287.64,160.09,168.25
07/03/2024,406.68,56414833,405.59,596.14,392.06
04/07/2019,349.5,62350730,158.83,226.36,478.54
17/07/2022,554.53,105991094,315.6,316.5,555.47
18/12/2021,189.57,75117805,190.49,227.98,416.42
30/03/2020,357.24,98556914,400.36,439.03,236.83
29/09/2021,468.94,84116386,524.51,538.93,413.74
04/11/2022,296.57,59538297,140.3,501.54,267.56
18/01/2021,509.47,57359181,421.9,345.2,316.48
10/06/2023,553.74,59305168,192.81,461.42,580.0
06/09/2022,493.81,64083418,123.76,426.18,455.71
24/07/2024,376.99,61813601,117.56,359.19,535.28
21/03/2024,154.12,85304629,104.62,590.48,452.86
06/11/2020,384.41,86748166,313.52,361.66,373.87
04/08/2021,544.36,105830019,499.42,243.54,187.45
08/07/2020,315.58,75739296,332.27,110.38,245.71
14/05/2021,498.54,53305235,489.07,112.97,196.72
17/06/2023,411.28,64979406,527.47,310.98,208.83
04/04/2022,383.93,91716919,505.92,170.29,584.86
22/09/2020,154.07,69311115,165.8,458.32,282.68
12/07/2022,241.7,82864134,558.91,267.05,274.56
29/12/2020,441.58,72908739,548.36,199.5,395.63
20/07/2019,252.23,66616946,182.82,487.44,547.1
03/12/2019,560.99,100368558,333.05,553.5,231.46
05/02/2024,224.95,53350123,591.25,371.74,483.28
26/10/2019,531.28,89337157,579.35,416.73,300.66
04/04/2022,309.24,95412025,206.69,515.88,260.23
27/08/2021,284.12,54678860,589.74,341.33,388.93
10/07/2023,149.34,58784548,176.8,387.92,481.45
26/01/2021,531.5,92200936,432.01,182.91,437.45
06/07/2019,353.39,58056370,432.58,344.14,296.24
26/10/2021,554.48,91872372,226.84,480.13,542.79
26/07/2023,101.86,60687321,361.06,264.76,345.11
26/08/2021,416.9,74444127,260.41,512.17,307.43
24/02/2023,292.61,104984400,281.51,167.2,572.85
01/02/2024,336.04,102219643,195.63,142.39,508.13
23/07/2021,311.36,62320283,328.79,134.88,364.49
11/09/2019,110.67,91704520,234.27,152.37,535.12
24/08/2021,406.88,85457233,109.72,471.65,431.65
13/08/2024,484.91,95315197,524.53,361.63,248.1
04/06/2022,342.15,98399300,209.3,589.16,214.23
12/05/2021,533.49,76761213,144.03,150.07,322.41
03/08/2021,152.23,88907155,261.76,340.87,370.54
09/10/2019,331.6,88111033,424.03,297.8,392.02
24/04/2022,244.74,64609238,575.35,445.73,315.97
21/06/2020,564.11,93408653,240.25,311.96,490.99
14/09/2020,177.13,106681469,465.55,309.67,261.98
27/02/2023,272.22,60450875,226.05,157.77,339.77
22/07/2024,440.73,92578138,496.84,265.15,436.51
29/10/2019,372.16,92831279,143.08,563.67,338.67
01/09/2021,534.96,93068687,500.91,152.55,466.74
03/07/2023,350.07,53226879,471.66,232.4,234.0
04/01/2022,564.61,82057130,472.61,419.78,547.15
04/10/2021,442.33,85599013,116.98,401.64,463.54
25/03/2024,226.25,63939658,488.32,480.15,436.69
18/10/2022,146.1,104748782,403.98,292.86,390.54
24/06/2022,480.6,80317565,531.1,396.49,234.94
26/07/2024,586.75,97729032,478.3,450.91,102.23
07/08/2019,527.28,101841587,323.94,473.18,498.39
27/03/2019,536.08,62445476,151.88,488.28,139.8
17/05/2021,568.02,82385623,379.27,389.47,550.51
28/08/2020,498.7,52942560,514.66,112.03,128.02
03/12/2022,341.07,94914920,206.14,151.6,202.93
15/09/2021,110.67,76381778,347.07,156.84,186.4
13/11/2023,539.46,103033696,539.39,575.75,274.18
18/07/2019,354.68,82175785,124.44,361.19,561.82
22/02/2019,452.46,77764743,597.99,254.79,474.39
02/03/2023,232.55,84480315,265.54,133.32,285.54
11/07/2024,131.6,59526627,562.1,137.75,379.15
16/01/2022,271.96,94564555,553.4,136.94,422.35
09/12/2020,408.31,105964608,180.36,104.38,118.75
27/01/2022,504.7,59800634,385.94,587.56,151.58
02/04/2020,461.0,58847021,543.39,417.88,532.77
02/02/2022,548.67,79103481,460.18,146.39,386.79
16/07/2022,393.83,90655322,444.05,113.4,530.1
02/01/2024,535.2,51589029,506.88,391.66,274.04
25/05/2020,531.8,73416224,576.98,129.98,540.48
11/11/2021,568.2,81287364,218.6,291.52,389.25
30/10/2021,506.41,53527630,205.66,336.16,505.65
26/05/2021,572.36,95402827,440.75,125.31,498.12
08/12/2021,330.4,82418452,479.52,322.26,591.79
17/03/2021,542.26,83352348,537.71,591.61,385.53
25/09/2020,371.77,59804387,229.48,490.96,213.81
22/06/2021,210.59,57135125,343.51,420.25,548.78
13/09/2023,169.54,73981335,114.41,362.44,390.7
02/01/2019,340.58,91887481,355.93,531.97,419.63
21/01/2019,181.79,106570683,400.32,334.29,241.47
19/03/2023,505.89,90067817,432.32,116.45,240.25
19/01/2020,314.07,52588565,342.59,326.72,114.89
21/03/2022,168.57,70369129,583.89,264.48,133.6
28/06/2022,305.36,93938250,311.95,381.49,599.68
16/05/2020,423.66,91033118,593.14,332.76,449.47
12/03/2022,451.58,64287313,251.53,151.05,568.25
23/04/2024,207.51,76214507,295.65,465.24,244.8
08/05/2024,508.17,58151131,471.03,235.01,216.26
19/12/2023,462.73,90329510,470.91,175.02,559.93
14/08/2019,246.11,103832152,236.85,194.88,360.27
09/03/2023,335.13,93706320,105.59,348.41,294.99
06/08/2023,404.91,82522074,236.7,365.32,187.2
02/11/2023,448.49,93559984,245.66,469.16,297.92
25/05/2022,411.18,57939451,470.29,382.95,119.69
21/02/2024,102.91,66856310,293.0,301.71,276.65
22/09/2023,247.26,60579526,228.53,244.86,409.33
20/09/2019,275.41,97300746,406.26,347.44,466.63
21/04/2019,191.11,67729783,522.52,571.0,440.69
29/04/2022,499.41,66245295,446.42,377.08,419.45
01/10/2022,154.13,68691066,366.67,558.91,563.87
25/02/2020,147.38,79257827,166.95,320.09,550.18
04/10/2019,204.1,88601153,598.21,225.35,304.37
27/12/2022,323.93,86745518,562.53,193.05,459.41
13/12/2019,166.88,105391920,292.6,565.73,140.06
13/06/2022,241.6,79358612,193.76,116.35,131.79
17/06/2024,270.14,74152187,186.29,417.58,122.71
18/01/2021,579.22,73857128,323.88,454.96,121.6
01/10/2019,508.76,86341182,535.16,487.91,333.52
27/01/2019,332.89,57047339,583.08,390.98,100.47
05/06/2021,100.79,101689959,279.16,263.04,424.89
17/06/2024,264.06,56440040,453.3,190.71,415.05
16/11/2019,164.83,84471685,107.6,180.81,463.71
05/06/2020,478.82,69104631,538.92,121.81,181.77
16/03/2022,465.08,77909664,107.18,335.02,137.76
22/07/2022,382.89,83842668,245.44,419.14,354.5
16/08/2022,270.14,63762006,194.15,442.83,104.37
03/11/2022,180.8,51199671,217.04,101.56,299.88
08/07/2020,321.13,90627124,540.14,314.29,311.43
31/08/2019,400.11,59367961,127.9,408.75,558.84
10/10/2023,339.63,88965198,360.07,515.34,514.37
05/08/2019,554.44,100849545,550.47,104.39,187.52
05/07/2023,546.57,103608458,568.12,577.82,495.51
07/02/2021,206.91,102035124,345.45,357.92,562.45
07/11/2020,380.35,55978255,438.35,359.92,472.9
16/03/2024,307.91,64422182,329.62,149.36,131.08
17/11/2020,423.95,75473453,498.16,476.39,509.98
15/03/2023,512.97,85090097,347.44,275.21,314.93
26/02/2019,188.86,53137188,577.29,114.4,259.02
28/12/2022,218.8,56923371,475.26,481.68,536.35
15/03/2019,218.64,90812665,507.41,309.49,597.1
21/05/2024,234.16,65652940,312.32,538.93,142.71
11/04/2021,546.32,67308517,248.05,292.11,503.49
06/01/2023,531.37,53720940,585.93,436.53,536.2
06/06/2021,211.93,89682307,170.01,379.49,220.33
13/01/2021,558.23,84801474,424.29,477.69,318.05
31/07/2023,406.45,84203692,501.76,308.18,300.14
11/09/2023,419.76,96843943,219.7,101.47,463.92
14/05/2023,192.51,90546249,477.14,198.0,448.35
19/04/2019,160.11,71925849,220.28,312.87,174.24
28/03/2020,562.56,62407502,176.71,575.43,203.31
18/07/2019,132.49,88280354,237.91,343.05,507.37
07/09/2021,552.02,105768805,120.35,538.68,428.55
10/05/2023,178.82,94771692,347.98,194.27,509.55
03/07/2023,142.33,51835226,222.13,501.92,501.04
12/10/2019,293.4,75735227,452.01,530.67,217.74
11/03/2022,106.29,84361551,497.73,368.56,255.65
07/08/2022,150.62,101106173,289.8,514.47,223.95
02/11/2019,587.94,67090758,279.31,490.43,478.92
03/10/2023,470.7,50300846,105.64,506.95,134.09
08/06/2020,178.5,64273199,544.89,478.05,240.18
06/03/2023,170.54,84217884,473.92,351.55,259.64
22/10/2023,155.42,81641626,138.0,111.61,350.42
01/12/2020,360.19,65382331,100.45,191.59,137.55
02/04/2023,512.77,69734405,362.69,500.95,208.49
02/04/2024,278.77,101430578,215.16,567.79,531.07
25/08/2019,472.33,73100108,553.17,419.71,477.79
14/08/2022,533.01,94991561,568.42,467.71,213.15
25/10/2019,300.15,60978910,161.53,569.15,530.27
29/04/2022,207.09,84505419,286.74,443.65,489.64
06/02/2024,300.95,92985580,168.23,459.34,415.38
11/01/2019,237.62,99492029,398.49,537.42,540.96
21/02/2019,291.59,52879190,228.1,373.37,184.5
09/02/2024,444.85,51830339,403.17,245.39,456.83
06/05/2024,577.3,61955478,193.09,221.75,203.56
27/02/2019,593.95,66905323,214.88,581.12,235.86
19/12/2019,115.1,75081242,308.18,120.9,415.11
22/08/2019,196.25,65354902,408.89,335.95,381.09
11/04/2021,577.1,61885989,582.54,521.96,347.23
19/03/2023,323.06,66259581,340.65,486.99,311.51
18/01/2020,391.07,81686528,531.97,254.46,374.8
28/03/2021,298.46,80881357,478.98,439.14,196.0
02/10/2023,469.78,52490283,182.51,597.96,289.29
01/07/2023,481.7,63526235,223.4,134.25,512.58
11/08/2021,247.05,80194405,185.46,388.64,208.32
14/06/2021,105.11,58670339,146.64,462.76,125.64
05/02/2023,207.09,57253153,584.14,276.89,570.03
21/09/2022,114.76,68944602,244.19,440.01,399.64
21/05/2019,225.46,68665414,442.89,221.92,100.72
28/02/2022,412.0,94976126,397.99,519.64,402.28
26/03/2021,346.19,50464128,252.23,144.78,317.37
04/10/2021,101.42,73354569,504.74,446.99,343.72
20/09/2021,587.81,88003537,568.16,303.47,568.46
09/07/2019,395.23,84941494,190.33,429.45,169.24
09/05/2022,512.98,105066715,123.09,366.87,130.16
23/07/2022,569.05,73123242,455.42,418.53,177.23
12/12/2020,333.41,84612299,254.06,123.18,495.98
22/02/2023,393.81,94849644,312.93,167.33,569.82
28/02/2024,119.18,95131140,340.65,317.7,452.39
30/07/2020,152.01,102427731,167.09,358.74,193.45
12/02/2022,345.53,62537525,487.72,316.67,410.44
06/09/2022,156.09,73840576,514.84,490.06,172.93
10/08/2022,405.18,59145462,599.57,329.19,348.55
04/10/2022,393.07,61707556,467.44,233.8,599.33
13/11/2021,561.82,104302159,487.52,183.53,377.67
13/10/2022,279.73,95499158,584.6,454.76,333.23
19/11/2022,181.91,79956497,412.55,451.34,132.62
11/08/2023,123.54,92467279,235.79,326.23,589.86
27/06/2019,437.62,103400256,360.71,511.44,190.49
06/03/2023,346.45,75443683,525.61,417.8,274.7
21/12/2022,202.95,93229067,379.16,528.69,544.28
16/11/2020,312.53,53485614,596.26,380.05,526.21
06/09/2023,566.96,103611807,381.73,481.55,542.98
30/12/2021,577.44,84535521,482.81,124.55,448.75
12/01/2024,556.27,82949457,496.78,316.58,156.37
09/07/2019,531.78,90884135,412.76,557.97,160.18
07/04/2024,551.54,94124909,485.38,280.77,586.72
07/04/2020,435.04,59560831,558.89,264.42,148.9
19/08/2022,440.85,88655722,144.84,409.39,470.98
21/05/2024,332.26,68606526,133.68,244.39,341.05
06/09/2020,540.43,94327305,480.59,469.9,114.32
21/04/2023,436.39,84014949,343.28,572.09,475.93
17/07/2019,317.48,74758221,367.44,538.46,441.28
28/07/2023,234.31,55652932,358.18,259.21,226.91
16/06/2019,483.71,59655184,513.34,339.4,233.71
11/05/2023,526.14,85918057,339.83,265.42,407.38
13/02/2022,250.1,54003721,306.38,100.81,586.87
04/11/2022,283.07,100071558,310.97,571.6,280.49
12/12/2019,438.7,80185833,287.31,568.14,167.46
10/06/2023,308.11,56801157,473.2,147.59,157.7
30/01/2024,526.2,69040229,217.02,511.79,455.92
09/05/2022,365.21,92025604,210.92,234.18,541.85
18/08/2024,396.76,102321049,576.22,518.51,193.66
20/09/2020,293.08,61397296,534.02,431.2,219.88
14/07/2023,250.16,66562350,354.88,156.41,288.05
18/09/2019,399.69,99610181,396.92,295.69,567.84
11/05/2021,330.85,83517715,326.02,180.41,142.31
14/04/2023,283.87,88134975,159.63,357.16,233.96
13/06/2019,303.38,77464556,570.55,322.92,233.16
25/06/2022,314.98,104365085,452.16,167.44,440.74
19/03/2020,495.52,102423951,346.5,414.96,163.06
23/07/2020,338.33,73917923,592.03,562.98,128.69
23/07/2019,393.58,58456692,526.02,224.34,454.48
25/07/2020,452.56,52701580,515.93,166.69,469.32
04/06/2022,551.51,99586990,160.46,596.96,327.87
08/05/2021,450.01,69657356,460.98,316.5,161.51
17/01/2024,202.83,61389681,516.46,462.53,234.03
04/01/2020,324.47,91231361,208.68,474.92,523.59
10/10/2021,361.04,52944042,398.13,366.78,495.35
25/06/2024,591.82,98706689,559.45,425.26,508.64
27/04/2022,470.42,72897473,186.85,229.52,582.24
20/09/2020,319.02,99769672,220.37,191.29,584.08
01/09/2022,317.79,84199875,552.69,279.1,214.57
30/12/2022,296.92,84032024,255.69,137.48,430.35
15/12/2021,480.04,72192308,513.67,553.38,418.34
20/11/2020,512.8,56737309,576.0,572.5,384.23
20/09/2023,552.4,98059458,507.15,554.65,355.17
